"PASSENGERS","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","YEAR",
9.00,"OO","SkyWest Airlines Inc.",14120,"PIR","Pierre, SD","SD",10409,"ATY","Watertown, SD","SD",2019,
9.00,"OO","SkyWest Airlines Inc.",12278,"ICT","Wichita, KS","KS",11775,"FSD","Sioux Falls, SD","SD",2019,
14.00,"OO","SkyWest Airlines Inc.",14120,"PIR","Pierre, SD","SD",10409,"ATY","Watertown, SD","SD",2019,
15.00,"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle",13287,"MHE","Mitchell, SD","SD",10397,"ATL","Atlanta, GA","GA",2019,
15.00,"OO","SkyWest Airlines Inc.",12892,"LAX","Los Angeles, CA","CA",14457,"RAP","Rapid City, SD","SD",2019,
16.00,"OO","SkyWest Airlines Inc.",14457,"RAP","Rapid City, SD","SD",12892,"LAX","Los Angeles, CA","CA",2019,
16.00,"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle",10397,"ATL","Atlanta, GA","GA",13287,"MHE","Mitchell, SD","SD",2019,
17.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
17.00,"OO","SkyWest Airlines Inc.",14120,"PIR","Pierre, SD","SD",10409,"ATY","Watertown, SD","SD",2019,
17.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",14747,"SEA","Seattle, WA","WA",2019,
17.00,"DL","Delta Air Lines Inc.",13198,"MCI","Kansas City, MO","MO",11775,"FSD","Sioux Falls, SD","SD",2019,
23.00,"AA","American Airlines Inc.",11298,"DFW","Dallas/Fort Worth, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
23.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",14747,"SEA","Seattle, WA","WA",2019,
23.00,"G7","GoJet Airlines LLC d/b/a United Express",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
23.00,"OO","SkyWest Airlines Inc.",14771,"SFO","San Francisco, CA","CA",14457,"RAP","Rapid City, SD","SD",2019,
24.00,"AX","Trans States Airlines",11775,"FSD","Sioux Falls, SD","SD",13342,"MKE","Milwaukee, WI","WI",2019,
24.00,"AX","Trans States Airlines",13342,"MKE","Milwaukee, WI","WI",11775,"FSD","Sioux Falls, SD","SD",2019,
25.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
26.00,"ZW","Air Wisconsin Airlines Corp",11775,"FSD","Sioux Falls, SD","SD",13367,"MLI","Moline, IL","IL",2019,
26.00,"DL","Delta Air Lines Inc.",14869,"SLC","Salt Lake City, UT","UT",14457,"RAP","Rapid City, SD","SD",2019,
27.00,"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle",14869,"SLC","Salt Lake City, UT","UT",11775,"FSD","Sioux Falls, SD","SD",2019,
27.00,"OO","SkyWest Airlines Inc.",14120,"PIR","Pierre, SD","SD",11109,"COS","Colorado Springs, CO","CO",2019,
27.00,"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle",11775,"FSD","Sioux Falls, SD","SD",14869,"SLC","Salt Lake City, UT","UT",2019,
28.00,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",10800,"BUR","Burbank, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
31.00,"DL","Delta Air Lines Inc.",12892,"LAX","Los Angeles, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
31.00,"G4","Allegiant Air",10172,"ADW","Camp Springs, MD","MD",14475,"RCA","Rapid City, SD","SD",2019,
32.00,"YX","Republic Airline",11618,"EWR","Newark, NJ","NJ",14457,"RAP","Rapid City, SD","SD",2019,
34.00,"ZW","Air Wisconsin Airlines Corp",11775,"FSD","Sioux Falls, SD","SD",10408,"ATW","Appleton, WI","WI",2019,
34.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
34.00,"AMQ","Ameristar Air Cargo",11775,"FSD","Sioux Falls, SD","SD",14057,"PDX","Portland, OR","OR",2019,
35.00,"SY","Sun Country Airlines d/b/a MN Airlines",13487,"MSP","Minneapolis, MN","MN",11775,"FSD","Sioux Falls, SD","SD",2019,
37.00,"OO","SkyWest Airlines Inc.",11898,"GFK","Grand Forks, ND","ND",11775,"FSD","Sioux Falls, SD","SD",2019,
37.00,"G7","GoJet Airlines LLC d/b/a United Express",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
38.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
38.00,"AX","Trans States Airlines",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
39.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
39.00,"AMQ","Ameristar Air Cargo",13851,"OKC","Oklahoma City, OK","OK",11775,"FSD","Sioux Falls, SD","SD",2019,
40.00,"UA","United Air Lines Inc.",12266,"IAH","Houston, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
40.00,"EV","ExpressJet Airlines LLC",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
41.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
41.00,"OO","SkyWest Airlines Inc.",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
41.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",10141,"ABR","Aberdeen, SD","SD",2019,
42.00,"ZW","Air Wisconsin Airlines Corp",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
43.00,"OO","SkyWest Airlines Inc.",14457,"RAP","Rapid City, SD","SD",14771,"SFO","San Francisco, CA","CA",2019,
43.00,"G7","GoJet Airlines LLC d/b/a United Express",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
43.00,"ZW","Air Wisconsin Airlines Corp",14457,"RAP","Rapid City, SD","SD",11292,"DEN","Denver, CO","CO",2019,
44.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
44.00,"AX","Trans States Airlines",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
44.00,"OO","SkyWest Airlines Inc.",11865,"GCC","Gillette, WY","WY",14457,"RAP","Rapid City, SD","SD",2019,
44.00,"OO","SkyWest Airlines Inc.",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
44.00,"DL","Delta Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13485,"MSN","Madison, WI","WI",2019,
45.00,"DL","Delta Air Lines Inc.",12892,"LAX","Los Angeles, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
45.00,"OO","SkyWest Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11637,"FAR","Fargo, ND","ND",2019,
45.00,"EV","ExpressJet Airlines LLC",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
45.00,"DL","Delta Air Lines Inc.",13485,"MSN","Madison, WI","WI",11775,"FSD","Sioux Falls, SD","SD",2019,
46.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
46.00,"ZW","Air Wisconsin Airlines Corp",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
46.00,"EV","ExpressJet Airlines LLC",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
47.00,"MQ","Envoy Air",11298,"DFW","Dallas/Fort Worth, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
47.00,"EV","ExpressJet Airlines LLC",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
48.00,"OO","SkyWest Airlines Inc.",11298,"DFW","Dallas/Fort Worth, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
49.00,"ZW","Air Wisconsin Airlines Corp",14457,"RAP","Rapid City, SD","SD",13342,"MKE","Milwaukee, WI","WI",2019,
49.00,"ZW","Air Wisconsin Airlines Corp",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
50.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
53.00,"SY","Sun Country Airlines d/b/a MN Airlines",14457,"RAP","Rapid City, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
53.00,"YV","Mesa Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",12992,"LIT","Little Rock, AR","AR",2019,
54.00,"YV","Mesa Airlines Inc.",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
54.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",14747,"SEA","Seattle, WA","WA",2019,
58.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
58.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",14457,"RAP","Rapid City, SD","SD",2019,
58.00,"SY","Sun Country Airlines d/b/a MN Airlines",14457,"RAP","Rapid City, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
60.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
60.00,"AX","Trans States Airlines",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
60.00,"YV","Mesa Airlines Inc.",14457,"RAP","Rapid City, SD","SD",10627,"BIS","Bismarck/Mandan, ND","ND",2019,
60.00,"OO","SkyWest Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",11298,"DFW","Dallas/Fort Worth, TX","TX",2019,
63.00,"SY","Sun Country Airlines d/b/a MN Airlines",13487,"MSP","Minneapolis, MN","MN",10141,"ABR","Aberdeen, SD","SD",2019,
63.00,"YX","Republic Airline",11057,"CLT","Charlotte, NC","NC",14457,"RAP","Rapid City, SD","SD",2019,
63.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
63.00,"OO","SkyWest Airlines Inc.",10409,"ATY","Watertown, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
64.00,"G7","GoJet Airlines LLC d/b/a United Express",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
64.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
64.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
64.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",11775,"FSD","Sioux Falls, SD","SD",2019,
65.00,"G7","GoJet Airlines LLC d/b/a United Express",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
65.00,"OO","SkyWest Airlines Inc.",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
66.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",10141,"ABR","Aberdeen, SD","SD",2019,
66.00,"G7","GoJet Airlines LLC d/b/a United Express",11775,"FSD","Sioux Falls, SD","SD",11292,"DEN","Denver, CO","CO",2019,
67.00,"G7","GoJet Airlines LLC d/b/a United Express",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
67.00,"YV","Mesa Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11982,"GRK","Killeen, TX","TX",2019,
68.00,"G7","GoJet Airlines LLC d/b/a United Express",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
68.00,"YX","Republic Airline",14457,"RAP","Rapid City, SD","SD",11986,"GRR","Grand Rapids, MI","MI",2019,
69.00,"OO","SkyWest Airlines Inc.",11122,"CPR","Casper, WY","WY",14457,"RAP","Rapid City, SD","SD",2019,
70.00,"YX","Republic Airline",14457,"RAP","Rapid City, SD","SD",14696,"SBN","South Bend, IN","IN",2019,
70.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
71.00,"YX","Republic Airline",14457,"RAP","Rapid City, SD","SD",11292,"DEN","Denver, CO","CO",2019,
73.00,"YV","Mesa Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
73.00,"9E","Endeavor Air Inc.",14457,"RAP","Rapid City, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
74.00,"YX","Republic Airline",14457,"RAP","Rapid City, SD","SD",11618,"EWR","Newark, NJ","NJ",2019,
74.00,"9E","Endeavor Air Inc.",11775,"FSD","Sioux Falls, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
75.00,"MQ","Envoy Air",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
75.00,"SY","Sun Country Airlines d/b/a MN Airlines",14457,"RAP","Rapid City, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
76.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
76.00,"YX","Republic Airline",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
78.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",11775,"FSD","Sioux Falls, SD","SD",2019,
78.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
80.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",14747,"SEA","Seattle, WA","WA",2019,
81.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",11775,"FSD","Sioux Falls, SD","SD",2019,
85.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
85.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",14457,"RAP","Rapid City, SD","SD",2019,
86.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
88.00,"ZW","Air Wisconsin Airlines Corp",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
88.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",10141,"ABR","Aberdeen, SD","SD",2019,
88.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
88.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
89.00,"GL","Miami Air International",14869,"SLC","Salt Lake City, UT","UT",11775,"FSD","Sioux Falls, SD","SD",2019,
90.00,"SY","Sun Country Airlines d/b/a MN Airlines",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
90.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",11292,"DEN","Denver, CO","CO",2019,
92.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",11775,"FSD","Sioux Falls, SD","SD",2019,
92.00,"YX","Republic Airline",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
92.00,"YX","Republic Airline",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
93.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
93.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",12007,"GTR","Columbus, MS","MS",2019,
95.00,"G4","Allegiant Air",11764,"FRG","East Farmingdale, NY","NY",11775,"FSD","Sioux Falls, SD","SD",2019,
95.00,"G4","Allegiant Air",11775,"FSD","Sioux Falls, SD","SD",11764,"FRG","East Farmingdale, NY","NY",2019,
96.00,"EV","ExpressJet Airlines LLC",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
97.00,"OO","SkyWest Airlines Inc.",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
99.00,"OO","SkyWest Airlines Inc.",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
99.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
101.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
103.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",11775,"FSD","Sioux Falls, SD","SD",2019,
104.00,"OO","SkyWest Airlines Inc.",10409,"ATY","Watertown, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
105.00,"MQ","Envoy Air",11775,"FSD","Sioux Falls, SD","SD",11298,"DFW","Dallas/Fort Worth, TX","TX",2019,
106.00,"SY","Sun Country Airlines d/b/a MN Airlines",15096,"SYR","Syracuse, NY","NY",11775,"FSD","Sioux Falls, SD","SD",2019,
107.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",15096,"SYR","Syracuse, NY","NY",2019,
108.00,"G4","Allegiant Air",11775,"FSD","Sioux Falls, SD","SD",15154,"TCM","Tacoma, WA","WA",2019,
110.00,"G4","Allegiant Air",14288,"PUB","Pueblo, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
110.00,"SY","Sun Country Airlines d/b/a MN Airlines",14457,"RAP","Rapid City, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
110.00,"G4","Allegiant Air",11775,"FSD","Sioux Falls, SD","SD",10615,"BIF","El Paso, TX","TX",2019,
110.00,"G7","GoJet Airlines LLC d/b/a United Express",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
111.00,"G4","Allegiant Air",11775,"FSD","Sioux Falls, SD","SD",14288,"PUB","Pueblo, CO","CO",2019,
112.00,"EV","ExpressJet Airlines LLC",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
115.00,"GL","Miami Air International",10685,"BMI","Bloomington/Normal, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
115.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",14457,"RAP","Rapid City, SD","SD",2019,
115.00,"YX","Republic Airline",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
116.00,"GL","Miami Air International",11775,"FSD","Sioux Falls, SD","SD",10685,"BMI","Bloomington/Normal, IL","IL",2019,
116.00,"G7","GoJet Airlines LLC d/b/a United Express",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
116.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",10141,"ABR","Aberdeen, SD","SD",2019,
117.00,"9E","Endeavor Air Inc.",13487,"MSP","Minneapolis, MN","MN",11775,"FSD","Sioux Falls, SD","SD",2019,
117.00,"SY","Sun Country Airlines d/b/a MN Airlines",14783,"SGF","Springfield, MO","MO",11775,"FSD","Sioux Falls, SD","SD",2019,
117.00,"EV","ExpressJet Airlines LLC",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
118.00,"AX","Trans States Airlines",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
118.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",14783,"SGF","Springfield, MO","MO",2019,
118.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",14057,"PDX","Portland, OR","OR",2019,
119.00,"YX","Republic Airline",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
119.00,"YX","Republic Airline",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
119.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
119.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
121.00,"G7","GoJet Airlines LLC d/b/a United Express",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
123.00,"YX","Republic Airline",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
124.00,"G7","GoJet Airlines LLC d/b/a United Express",14457,"RAP","Rapid City, SD","SD",11292,"DEN","Denver, CO","CO",2019,
127.00,"ZW","Air Wisconsin Airlines Corp",14457,"RAP","Rapid City, SD","SD",11292,"DEN","Denver, CO","CO",2019,
127.00,"G7","GoJet Airlines LLC d/b/a United Express",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
130.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",14783,"SGF","Springfield, MO","MO",2019,
130.00,"YX","Republic Airline",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
130.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
130.00,"SY","Sun Country Airlines d/b/a MN Airlines",14783,"SGF","Springfield, MO","MO",11775,"FSD","Sioux Falls, SD","SD",2019,
131.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
132.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
133.00,"UA","United Air Lines Inc.",14893,"SMF","Sacramento, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
133.00,"SY","Sun Country Airlines d/b/a MN Airlines",16133,"YNG","Youngstown/Warren, OH","OH",11775,"FSD","Sioux Falls, SD","SD",2019,
134.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",16133,"YNG","Youngstown/Warren, OH","OH",2019,
134.00,"EV","ExpressJet Airlines LLC",11775,"FSD","Sioux Falls, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
134.00,"OH","PSA Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11057,"CLT","Charlotte, NC","NC",2019,
135.00,"G4","Allegiant Air",10918,"CDC","Cedar City, UT","UT",11775,"FSD","Sioux Falls, SD","SD",2019,
135.00,"SY","Sun Country Airlines d/b/a MN Airlines",10141,"ABR","Aberdeen, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
135.00,"SY","Sun Country Airlines d/b/a MN Airlines",14457,"RAP","Rapid City, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
135.00,"G4","Allegiant Air",11775,"FSD","Sioux Falls, SD","SD",10918,"CDC","Cedar City, UT","UT",2019,
136.00,"G7","GoJet Airlines LLC d/b/a United Express",14457,"RAP","Rapid City, SD","SD",11292,"DEN","Denver, CO","CO",2019,
137.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",14457,"RAP","Rapid City, SD","SD",2019,
137.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
138.00,"AX","Trans States Airlines",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
139.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",11719,"FNL","Fort Collins/Loveland, CO","CO",2019,
139.00,"AX","Trans States Airlines",11775,"FSD","Sioux Falls, SD","SD",11292,"DEN","Denver, CO","CO",2019,
140.00,"YX","Republic Airline",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
140.00,"EV","ExpressJet Airlines LLC",13930,"ORD","Chicago, IL","IL",11775,"FSD","Sioux Falls, SD","SD",2019,
140.00,"SY","Sun Country Airlines d/b/a MN Airlines",11719,"FNL","Fort Collins/Loveland, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
141.00,"OO","SkyWest Airlines Inc.",10409,"ATY","Watertown, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
142.00,"ZW","Air Wisconsin Airlines Corp",14457,"RAP","Rapid City, SD","SD",13930,"ORD","Chicago, IL","IL",2019,
142.00,"9E","Endeavor Air Inc.",11775,"FSD","Sioux Falls, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
143.00,"ZW","Air Wisconsin Airlines Corp",11292,"DEN","Denver, CO","CO",14457,"RAP","Rapid City, SD","SD",2019,
143.00,"SY","Sun Country Airlines d/b/a MN Airlines",12228,"HUF","Terre Haute, IN","IN",11775,"FSD","Sioux Falls, SD","SD",2019,
144.00,"AX","Trans States Airlines",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
144.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",12228,"HUF","Terre Haute, IN","IN",2019,
144.00,"SY","Sun Country Airlines d/b/a MN Airlines",10590,"IFP","Bullhead City, AZ","AZ",14457,"RAP","Rapid City, SD","SD",2019,
145.00,"SY","Sun Country Airlines d/b/a MN Airlines",13851,"OKC","Oklahoma City, OK","OK",11775,"FSD","Sioux Falls, SD","SD",2019,
146.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14457,"RAP","Rapid City, SD","SD",11563,"ENV","Wendover, UT","UT",2019,
146.00,"SY","Sun Country Airlines d/b/a MN Airlines",14457,"RAP","Rapid City, SD","SD",10590,"IFP","Bullhead City, AZ","AZ",2019,
146.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV","Wendover, UT","UT",14457,"RAP","Rapid City, SD","SD",2019,
147.00,"ZW","Air Wisconsin Airlines Corp",13930,"ORD","Chicago, IL","IL",14457,"RAP","Rapid City, SD","SD",2019,
147.00,"SY","Sun Country Airlines d/b/a MN Airlines",11775,"FSD","Sioux Falls, SD","SD",13851,"OKC","Oklahoma City, OK","OK",2019,
