"PASSENGERS","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","YEAR",
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11122,"CPR","Casper, WY","WY",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
0.00,"UA","United Air Lines Inc.",12266,"IAH","Houston, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",12339,"IND","Indianapolis, IN","IN",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",13198,"MCI","Kansas City, MO","MO",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",14457,"RAP","Rapid City, SD","SD",11292,"DEN","Denver, CO","CO",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",11624,"EYW","Key West, FL","FL",2019,
0.00,"FX","Federal Express Corporation",10257,"ALB","Albany, NY","NY",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10617,"BIH","Bishop, CA","CA",14120,"PIR","Pierre, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10713,"BOI","Boise, ID","ID",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10721,"BOS","Boston, MA","MA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10821,"BWI","Baltimore, MD","MD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11203,"CWA","Mosinee, WI","WI",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14457,"RAP","Rapid City, SD","SD",10558,"BFF","Scottsbluff, NE","NE",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",14057,"PDX","Portland, OR","OR",2019,
0.00,"FX","Federal Express Corporation",11415,"DRT","Del Rio, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11470,"EAT","Wenatchee, WA","WA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11588,"ESD","Eastsound, WA","WA",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11697,"FLL","Fort Lauderdale, FL","FL",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10157,"ACV","Arcata/Eureka, CA","CA",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10817,"BWD","Brownwood, TX","TX",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",11884,"GEG","Spokane, WA","WA",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",12892,"LAX","Los Angeles, CA","CA",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14489,"RDM","Bend/Redmond, OR","OR",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14689,"SBA","Santa Barbara, CA","CA",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14747,"SEA","Seattle, WA","WA",2019,
0.00,"FX","Federal Express Corporation",12173,"HNL","Honolulu, HI","HI",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12278,"ICT","Wichita, KS","KS",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12917,"LCK","Columbus, OH","OH",14120,"PIR","Pierre, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13796,"OAK","Oakland, CA","CA",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",14869,"SLC","Salt Lake City, UT","UT",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",14893,"SMF","Sacramento, CA","CA",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11884,"GEG","Spokane, WA","WA",2019,
0.00,"FX","Federal Express Corporation",14057,"PDX","Portland, OR","OR",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",12492,"JHM","Kapalua, HI","HI",2019,
0.00,"FX","Federal Express Corporation",14252,"PSC","Pasco/Kennewick/Richland, WA","WA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11884,"GEG","Spokane, WA","WA",2019,
0.00,"FX","Federal Express Corporation",14698,"SBP","San Luis Obispo, CA","CA",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",16857,"SSF","San Antonio, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",15370,"TUL","Tulsa, OK","OK",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13891,"ONT","Ontario, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14057,"PDX","Portland, OR","OR",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10620,"BIL","Billings, MT","MT",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11423,"DSM","Des Moines, IA","IA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12339,"IND","Indianapolis, IN","IN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",14457,"RAP","Rapid City, SD","SD",12889,"LAS","Las Vegas, NV","NV",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10620,"BIL","Billings, MT","MT",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11423,"DSM","Des Moines, IA","IA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12278,"ICT","Wichita, KS","KS",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12339,"IND","Indianapolis, IN","IN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11540,"ELP","El Paso, TX","TX",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11555,"ENA","Kenai, AK","AK",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",11618,"EWR","Newark, NJ","NJ",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",12339,"IND","Indianapolis, IN","IN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11867,"GCK","Garden City, KS","KS",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12339,"IND","Indianapolis, IN","IN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12436,"IYK","Inyokern, CA","CA",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13303,"MIA","Miami, FL","FL",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11013,"CIU","Sault Ste. Marie, MI","MI",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",16869,"XWA","Williston, ND","ND",2019,
0.00,"FX","Federal Express Corporation",14869,"SLC","Salt Lake City, UT","UT",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"GL","Miami Air International",11775,"FSD","Sioux Falls, SD","SD",14100,"PHL","Philadelphia, PA","PA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13891,"ONT","Ontario, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",14771,"SFO","San Francisco, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",15048,"SUX","Sioux City, IA","IA",2019,
0.00,"FX","Federal Express Corporation",15048,"SUX","Sioux City, IA","IA",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13891,"ONT","Ontario, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10558,"BFF","Scottsbluff, NE","NE",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10620,"BIL","Billings, MT","MT",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11292,"DEN","Denver, CO","CO",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10558,"BFF","Scottsbluff, NE","NE",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",12339,"IND","Indianapolis, IN","IN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13871,"OMA","Omaha, NE","NE",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12339,"IND","Indianapolis, IN","IN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11122,"CPR","Casper, WY","WY",2019,
0.00,"EM","Empire Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"AMQ","Ameristar Air Cargo",11995,"GSO","Greensboro/High Point, NC","NC",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"AMQ","Ameristar Air Cargo",14457,"RAP","Rapid City, SD","SD",14004,"PAE","Everett, WA","WA",2019,
0.00,"27Q","Jet Aviation Flight Services, Inc.",14457,"RAP","Rapid City, SD","SD",14712,"SCF","Phoenix, AZ","AZ",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13871,"OMA","Omaha, NE","NE",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13891,"ONT","Ontario, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"AX","Trans States Airlines",14783,"SGF","Springfield, MO","MO",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",13198,"MCI","Kansas City, MO","MO",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"5X","United Parcel Service",11637,"FAR","Fargo, ND","ND",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13198,"MCI","Kansas City, MO","MO",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13891,"ONT","Ontario, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14691,"SBD","San Bernardino, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",13891,"ONT","Ontario, CA","CA",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"EM","Empire Airlines Inc.",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",11603,"EUG","Eugene, OR","OR",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",12173,"HNL","Honolulu, HI","HI",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10529,"BDL","Hartford, CT","CT",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10849,"BZN","Bozeman, MT","MT",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",11298,"DFW","Dallas/Fort Worth, TX","TX",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",11540,"ELP","El Paso, TX","TX",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",11648,"FCA","Kalispell, MT","MT",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14689,"SBA","Santa Barbara, CA","CA",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14698,"SBP","San Luis Obispo, CA","CA",2019,
0.00,"FX","Federal Express Corporation",11986,"GRR","Grand Rapids, MI","MI",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12173,"HNL","Honolulu, HI","HI",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13198,"MCI","Kansas City, MO","MO",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13485,"MSN","Madison, WI","WI",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13487,"MSP","Minneapolis, MN","MN",2019,
0.00,"UA","United Air Lines Inc.",13198,"MCI","Kansas City, MO","MO",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13485,"MSN","Madison, WI","WI",2019,
0.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10620,"BIL","Billings, MT","MT",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",15016,"STL","St. Louis, MO","MO",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10141,"ABR","Aberdeen, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",10620,"BIL","Billings, MT","MT",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11637,"FAR","Fargo, ND","ND",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",10141,"ABR","Aberdeen, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",13244,"MEM","Memphis, TN","TN",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
0.00,"FX","Federal Express Corporation",11775,"FSD","Sioux Falls, SD","SD",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"FX","Federal Express Corporation",12339,"IND","Indianapolis, IN","IN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",13244,"MEM","Memphis, TN","TN",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14120,"PIR","Pierre, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"FX","Federal Express Corporation",14457,"RAP","Rapid City, SD","SD",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD","SD",14730,"SDF","Louisville, KY","KY",2019,
0.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",13198,"MCI","Kansas City, MO","MO",14457,"RAP","Rapid City, SD","SD",2019,
0.00,"UA","United Air Lines Inc.",14457,"RAP","Rapid City, SD","SD",13198,"MCI","Kansas City, MO","MO",2019,
0.00,"UA","United Air Lines Inc.",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
0.00,"KLQ","Kalitta Charters II",13204,"MCO","Orlando, FL","FL",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"OO","SkyWest Airlines Inc.",10469,"AZO","Kalamazoo, MI","MI",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13830,"OGG","Kahului, HI","HI",2019,
1.00,"DL","Delta Air Lines Inc.",11193,"CVG","Cincinnati, OH","KY",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"OO","SkyWest Airlines Inc.",10409,"ATY","Watertown, SD","SD",14120,"PIR","Pierre, SD","SD",2019,
1.00,"OO","SkyWest Airlines Inc.",13433,"MOT","Minot, ND","ND",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"DL","Delta Air Lines Inc.",14679,"SAN","San Diego, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"YX","Republic Airline",11775,"FSD","Sioux Falls, SD","SD",11413,"DRO","Durango, CO","CO",2019,
1.00,"27Q","Jet Aviation Flight Services, Inc.",10910,"CCR","Concord, CA","CA",14457,"RAP","Rapid City, SD","SD",2019,
1.00,"DL","Delta Air Lines Inc.",13198,"MCI","Kansas City, MO","MO",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"DL","Delta Air Lines Inc.",14908,"SNA","Santa Ana, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
1.00,"DL","Delta Air Lines Inc.",14576,"ROC","Rochester, NY","NY",11775,"FSD","Sioux Falls, SD","SD",2019,
2.00,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",12185,"HON","Huron, SD","SD",10849,"BZN","Bozeman, MT","MT",2019,
2.00,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",12264,"IAD","Washington, DC","VA",12185,"HON","Huron, SD","SD",2019,
2.00,"YX","Republic Airline",11540,"ELP","El Paso, TX","TX",14457,"RAP","Rapid City, SD","SD",2019,
2.00,"14Q","London Air Services Limited",14492,"RDU","Raleigh/Durham, NC","NC",11775,"FSD","Sioux Falls, SD","SD",2019,
2.00,"DL","Delta Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",14908,"SNA","Santa Ana, CA","CA",2019,
3.00,"YV","Mesa Airlines Inc.",11775,"FSD","Sioux Falls, SD","SD",11778,"FSM","Fort Smith, AR","AR",2019,
4.00,"DL","Delta Air Lines Inc.",14057,"PDX","Portland, OR","OR",11775,"FSD","Sioux Falls, SD","SD",2019,
4.00,"OO","SkyWest Airlines Inc.",11122,"CPR","Casper, WY","WY",14457,"RAP","Rapid City, SD","SD",2019,
4.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",13830,"OGG","Kahului, HI","HI",2019,
4.00,"OO","SkyWest Airlines Inc.",14120,"PIR","Pierre, SD","SD",10409,"ATY","Watertown, SD","SD",2019,
5.00,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",14457,"RAP","Rapid City, SD","SD",14908,"SNA","Santa Ana, CA","CA",2019,
5.00,"OO","SkyWest Airlines Inc.",14120,"PIR","Pierre, SD","SD",10409,"ATY","Watertown, SD","SD",2019,
5.00,"UA","United Air Lines Inc.",11775,"FSD","Sioux Falls, SD","SD",12889,"LAS","Las Vegas, NV","NV",2019,
7.00,"DL","Delta Air Lines Inc.",14771,"SFO","San Francisco, CA","CA",11775,"FSD","Sioux Falls, SD","SD",2019,
8.00,"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle",11387,"DQG","Springfield, TN","TN",12185,"HON","Huron, SD","SD",2019,
8.00,"DL","Delta Air Lines Inc.",13871,"OMA","Omaha, NE","NE",11775,"FSD","Sioux Falls, SD","SD",2019,
8.00,"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle",12185,"HON","Huron, SD","SD",11387,"DQG","Springfield, TN","TN",2019,
